-2.062101213592904547e-01,-3.363174785425684932e-02,-5.294851699899618888e-03,2.034127913283086675e-01,-6.468702807838822011e-02,1.698773009907929565e-01,1.248774689377606523e-01,-2.019794751789012743e-02,-1.483512184524706512e-01,-1.684730263060407740e-02
1.813115532904468336e-02,3.704381051351882115e-02,2.490295931675352500e-02,-4.504738297285221932e-02,-4.918717442620366108e-03,2.406462866423092484e-02,2.249765316850468183e-02,9.251328813995401967e-02,-5.919789746240260164e-02,-5.112046502692328166e-03
3.112084374581908924e-02,-5.302323883920662811e-02,3.542262719029910106e-02,1.510005809200562835e-02,6.856618175455617137e-02,5.779767538389489479e-02,1.290706105801058511e-02,2.027552609655598054e-02,-4.679242621611717085e-02,1.929077127024148713e-02
8.878834104545735295e-02,-3.446842965216039001e-02,2.022516171650261610e-02,3.092817077454685856e-02,-4.141784805653674767e-02,-1.580480558908020638e-02,4.881578110952047161e-02,1.423633875709598906e-03,-1.498901983424837381e-01,-6.174212683050792766e-02
-7.704667917285903597e-03,3.065843874972545434e-04,3.436405024878414882e-03,1.773430918739801786e-03,-4.549984710215905503e-02,1.188483904195477836e-01,-1.266283129761520444e-02,4.720129814241615790e-02,6.491766041838441248e-02,9.587067521723570407e-02
8.586712734924697998e-02,7.874866745790728984e-02,-4.354318296081220729e-02,-2.037634137886631946e-02,-3.245234487708454404e-03,-6.976512586062820487e-02,-3.025650612586012755e-01,7.433238236468760196e-02,5.534786589708359794e-02,3.377466637264140564e-02
7.483333484449873618e-02,-1.264757994492393955e-01,3.846711885548282500e-02,1.592525756173879259e-01,-4.726847946163607178e-02,1.704709527078647480e-01,1.561982097130060754e-01,7.116129669611606645e-02,-1.647401131137865016e-01,-1.129635624961023432e-01
5.692960710745025021e-02,-8.484607197329864514e-02,4.805087114812340437e-02,3.957731284081456025e-02,-1.650758127510480733e-02,-3.113319897518608201e-02,6.425306914998056562e-02,-2.896948724543167014e-02,-2.641934420471942629e-02,-5.360812593281837068e-02
2.833691123811700636e-03,3.483390704738288830e-03,4.034734637381342387e-02,1.471168596145157152e-02,-6.871087298732528846e-03,4.349409178180622254e-02,2.657798742122490301e-02,5.232499443677367940e-02,-1.370348965726311645e-02,5.435871984422931125e-02
-2.026334429963135703e-02,-1.082767808143601934e-01,5.208589762299662557e-02,-4.510570557304324768e-02,9.490876161403084821e-02,3.129656305113028697e-02,-1.436146782610068229e-01,5.471213621847390712e-02,-9.605876199175066021e-02,-2.860250345355070181e-02
-9.750448224855717827e-02,-2.683692511014910964e-02,9.831109786941281958e-02,7.770635823179386503e-02,4.909563816054128560e-02,8.706556553282426836e-02,4.157565881590932072e-02,5.037720985274515839e-02,-1.321526696943934320e-01,-4.196793348280591918e-02
-2.438715321298731697e-02,-7.207381808201181184e-02,3.620989227133189492e-02,9.344958898971295058e-02,-9.655825331906346676e-02,9.025419538312418055e-02,-1.415181193368118262e-01,5.990884676416143029e-02,-2.241818853165206474e-02,7.986731505016993887e-04
-5.123335129672398208e-02,4.363585496854318659e-03,-8.530173015864728203e-02,-2.220800557337413231e-02,-1.157255319997422538e-01,3.597300985337724410e-02,-7.131275452208132859e-02,5.433606928224803123e-03,-3.090570391624086755e-02,1.110942022823921405e-02
-5.685465114722967027e-03,-5.795437862100050880e-02,-4.198936352833260166e-02,3.182632499593910508e-02,-2.282338805608785486e-03,4.088161493377045347e-02,-1.201721282527212775e-02,-2.437495138433395936e-02,4.211430567959710547e-02,-3.669870307037892410e-02
1.278772307172778427e-02,1.968321364588649647e-01,-8.332521681845515837e-02,-7.544035982000590890e-02,-5.239218719332448121e-02,-4.415031357088006897e-02,-8.549889967086225784e-02,-1.080167649513911754e-01,6.399582250534700811e-02,4.568590623446635440e-02
5.216627765202652006e-02,1.187890106619912158e-02,6.346814228271556446e-02,1.721774670783594386e-03,1.271973691369802928e-02,-4.538938120573869639e-02,1.047559269364931609e-03,1.692363818388026298e-02,-9.646632458465072280e-02,-5.674174540448884835e-02
8.884821989112145699e-03,1.446812198248227481e-02,4.336487220817173555e-02,-1.566127272272412746e-02,-4.288790231114993773e-02,-4.456603287874388170e-02,2.085655708323424021e-02,2.875856019243148987e-02,-3.245888937582166317e-02,7.607550363745515729e-03
-5.094476954832329735e-02,1.932035994341010920e-02,-2.146657248527269676e-02,9.324672224239086930e-04,-6.939481240949731122e-02,-7.289235905233550257e-03,5.298833019993494896e-03,4.840348336035752569e-02,-1.680550820903216683e-02,-1.702515136313255059e-02
-3.720088093007708346e-02,-4.834427916096306621e-02,-1.776028217595352482e-02,-4.909933636713877114e-02,1.441652377048662503e-01,-5.540675873351312564e-02,-2.316663752647736552e-02,2.714775310216718460e-02,2.666578658028131987e-02,-6.648408846683172280e-02
8.827324210844872399e-02,5.304952938099418563e-02,2.074239802566447272e-02,1.105293061818673622e-01,-9.552096151546023151e-02,-4.186684904288323454e-03,8.283771331953096451e-02,-3.792768170105235287e-02,-7.885256393390772944e-02,5.124192961868010571e-02
-1.074953403711326611e-01,1.032777278548293182e-01,-6.400419678123772660e-02,6.099473933390794217e-02,-1.020180980475244997e-01,5.639695677361778597e-02,9.214491742282486519e-02,2.514862632316885657e-02,-1.191789974821392678e-01,6.659694693037800095e-02
-5.415599447226826513e-02,-1.130704857812625252e-01,2.489372138465118997e-02,4.765081146097072812e-02,-3.760503419415013593e-02,6.968167182319218687e-03,-1.519340086294749814e-01,7.761680722014782652e-02,-1.809401541601586907e-02,3.924417529091919071e-02
-6.468433932034670097e-02,-9.963033248955928400e-02,3.907050515952591174e-02,9.355545943496862416e-02,1.120824547478229821e-01,5.952371574133562965e-02,1.046083362316503618e-01,-6.437082996257601809e-03,4.693552876364338183e-02,-8.879633515158977253e-02
